IMG,TROOP,STATION,DATE,"LOCATION","e_relation","e_cross_street",Town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings,CITATIONS,CITATIONS/SECTION,1115,1301,1301a,1311,1332,1334,1336,1371,1372,1501,1501,1502,1504a,1505,1510,1511,1511a,1515,"1543",1543A,1543b,1571,1572,1574,1575,1781,1786,3102,3111,3112,3309,3310,3311,3314,3321,3322,3323,3332,3334,3352,3361,3362,3525,3709,3714,3715,3718,3736,3746,3802,3809,4107,4301,4303,4307,4523,4524,4525,4533,4536,4581,4581A,4582,4701,4702,4703,4703A,4706,4729,4730,4882,4903,4905,4925,4942,6308,6502,7101,7711,8306,NOTES
,H,Chambersburg,3/31/2011,"Along Edgewood Road,Green Twp Franklin Co",,,,,65,2,1,1,4,8,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,6/22/2011,main street fayetteville,,,,,48,0,4,0,0,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,12/10/2011,"Woodstock Road (T520), approx 1/8 mile south of Brindle Road, Greene Twp, Franklin County",,,,,27,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,5/10/2012,"SR 997, between Dawn Lane and White Church Road, Greene Twp, Franklin County",,,,,68,1,2,0,0,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,H,Chambersburg,5/15/2012,"SR 2024 at SR2026 (South Min) Quincy Twp, Franklin County",,,,,27,0,2,3,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,6/30/2012,"Ragged Edge Road, Greene Twp, Franklin Co.",,,,,45,2,2,1,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,7/22/2012,SR 1003 Ragged Edge Rd. Guilford Twp Franklin County,,,,,58,0,2,5,0,0,17,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,8/16/2012,"SR 1006 (Woodstock Road) in the area of Brindle Road, Greene Twp, Franklin Co.",,,,,41,0,1,2,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Chambersburg,10/17/2012,"Scotland Main St, Green Twp, Franklin Co.",,,,,62,0,7,1,0,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,H,Chambersburg,11/28/2012,SR 1003 Ragged Edge Rd. Guilford Twp Franklin County,,,,,73,0,1,5,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,1/21/2010,"Arch St, 1/10 mile north of SR 209, Wiconisco Twp, Dauphin Co",,,,,45,0,1,1,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,2/24/2010,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,,,,45,0,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,3/26/2010,"SR 1002,Pottsville St,1/10 mile W of Market ST, Wiconisco Twp, Dauphin Co.",,,,,35,2,0,0,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,H,Lykens,4/30/2010,"SR 1002, Old SR209,4/10 mile East of Greenfield, Williams Twp, Dauphin Co",,,,,45,1,1,0,0,2,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2982,H,Lykens,5/26/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,35,1,1,1,0,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2983,H,Lykens,6/29/2010,"SR 1002, Old SR 209, 4/10 mile East of Greenfield, Williams Twp, Dauphin Co.",,,,,50,1,1,1,0,3,,4,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,one man taken into custody on bench warrant
,H,Lykens,7/30/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,30,1,1,1,1,4,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,8/20/2010,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,,,,50,1,0,0,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
2986,H,Lykens,9/29/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,75,2,2,2,0,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,10/13/2010,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,40,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,11/22/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,25,0,0,-2,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,12/8/2010,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,45,1,0,1,0,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,1/31/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,50,0,1,1,0,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,2/28/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,45,0,1,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,3/9/2011,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,,,,50,0,1,1,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,H,Lykens,4/27/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,40,1,1,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,5/10/2011,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,,,,55,1,1,1,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
2995,H,Lykens,6/20/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,55,2,1,1,0,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,7/28/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,35,0,1,1,0,2,,7,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,
2997,H,Lykens,8/22/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,50,2,0,1,3,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,H,Lykens,9/12/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,40,0,1,0,2,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,H,Lykens,10/31/2011,"Pottsville St (SR 1002) 1/4 mile west of Market Street, Wiconisco Twp",,,,,53,1,2,0,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,11/25/2011,"Pottsville St (SR 1002) 1/4 mile west of Market Street, Wiconisco Twp",,,,,45,1,1,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,12/13/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,60,1,1,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,1/31/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,45,0,2,0,2,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,2/22/2012,"SR 1013 Specktown Road, approx 1/10 m eastof N Crossroads Road, Lykens Twp, Dauphin Co. ",,,,,40,0,2,1,0,3,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,3/7/2012,"main street near tunnel street, in williamstown borough, dauphin co",,,,,45,2,0,1,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,H,Lykens,4/25/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,50,4,2,2,2,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,5/31/2012,intersection of powells valley and enders road,,,,,45,1,2,1,6,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,H,Lykens,6/25/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,50,1,0,1,1,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Lykens,7/27/2012,"SR 1013 Specktown Road, approx 1/10 m eastof N Crossroads Road, Lykens Twp, Dauphin Co. ",,,,,50,1,0,1,0,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
,H,Lykens,8/27/2012,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,,,,50,1,1,1,2,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,H,Lykens,9/21/2012,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,55,0,1,1,0,2,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
,H,Lykens,10/18/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,,,,40,4,1,1,2,8,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,,,,,,,,,
,H,Lykens,11/28/2012,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,,,,40,1,0,0,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Newport,1/20/2011,"Juniata Parkway East, SR 1015, Howe Twp. Perry County",,,,,38,0,2,0,0,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Newport,2/1/2011,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Newport,3/18/2011,"Juniata Parkway East, SR 1015, Howe Twp. Perry County",,,,,17,0,0,0,0,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Newport,6/26/2011,"Juniata Parkway East, SR 1015, Howe Twp. Perry County",,,,,30,0,0,0,0,15,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,H,Newport,12/9/2011,"juniata parkway, greenwood twp, perry co.",,,,,116,0,3,0,0,20,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"""Joshua Lee Ughetto, DOB 1/28/79 SOC# 031582800 was stopped at the check point and found to be wanted by the Grange Co. Sheriff in Georgia for the charge of Possession of Marijuana. Date of warrant was 7/30/2003. Tpr hoffman contacted grange co. sheriff who advised they would not extradite Ughetto. Ughetto was released from the traffic stop."
,H,Newport,5/23/2012,"juniata parkway, greenwood twp, perry co.",,,,,81,0,1,2,0,25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Newport,6/25/2012,"Little Buffalo Road, Centre Twp.",,,,,67,1,0,1,0,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Newport,7/18/2012,"juniata parkway, greenwood twp, perry co.",,,,,140,0,0,2,0,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Newport,8/10/2012,"Juniata Parkway East, SR 1015, Howe Twp. Perry County",,,,,29,0,0,2,0,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3022,H,Newport,9/16/2012,"Little Buffalo Road, Centre Twp.",,,,,58,0,1,0,0,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the location was also selected due to  a recent rash of vehicle break-ins at State Park parking areas in a three ocunty area. Suspect vehicle in the vehicle break-ins is reported to be a black in color infinity SUV, possibly operated by two black males and two white females. prior to and during the stationary check point, the parking areas and camping areas were checked for cehicles and persons matching this description. "
3023,H,Newport,10/7/2012,"700 block of market street, duncannon borough, perry county ",,,,,167,1,1,7,0,22,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,a consent search of a vehicle entering the check point was conducted by Tpr. Shane Varner. A marijuana pipe anda small amount of marijuana was recovered from a purse belonging to a 16yo juvenile female. She was prosecuted for the Act 64 violation. Reference incident #H05-2156138
,H,Newport,11/25/2012,"700 block of market street, duncannon borough, perry county ",,,,,70,0,0,0,1,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"""The location of this checkpoint wasdue to the increasing number of vehicle and drug-related violations?Officer Seth REED, Penn Township Police, was notified of the event and willingly participated."""
,H,Gettysburg 2160,1/31/2011,SR 3001 Old Harrisburg Rd near SR 0394 Shrivers Corner Rd,,,,,30,1,0,0,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Checkpoint location was determined by past checkpoints at the location producing various violations and arrests.
,H,Gettysburg 2160,2/6/2011,SR 0394 Shrivers Corner Rd near SR 3001 Old harrisburg road,,,,,60,0,4,0,2,5,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Gettysburg 2160,3/9/2011,SR 0394 Shrivers Corner Rd near SR 2001 Old harrisburg road,,,,,80,2,1,3,11,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3028,H,Gettysburg 2160,6/17/2011,"SR 0116 .1 West of SR 0015, Straban Township, Adams County",,,,,140,0,0,2,3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Checkpoint location was determined by past checkpoints at this location producting various violations and arrests.
,H,Gettysburg 2160,12/21/2011,CANCELLED - sr 3001 @ Straban/Tyrone Twp Line (Twin Bridges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Gettysburg 2160,5/16/2012,SR 3001 between SR 116 and T321 Hamiltonban Twp,,,,,43,0,1,1,2,0,,4,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3031,H,Gettysburg 2160,6/20/2012,"Pine Grove Road, Union Township",,,,,35,1,1,0,0,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,site was selected DUE to the increasingnumber of complaints about speeding and reckless driving in the area received by citizens living in the community. ?One vehicle was towed from the location due to the fact that it had no insurance.
,H,Gettysburg 2160,7/30/2012,"Old Harrisburg Road at Twin Bridge Road, Straban Township, AdamsCounty",,,,,52,1,2,1,3,11,,3,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Gettysburg 2160,8/28/2012,"Old Harrisburg Road at Twin Bridge Road, Straban Township, AdamsCounty",,,,,40,0,2,1,2,5,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,Gettysburg 2160,9/29/2012,"Old Harrisburg Road at Twin Bridge Road, Straban Township, AdamsCounty",,,,,37,0,1,1,3,2,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
,H,Gettysburg 2160,10/31/2012,Hanover Road (SR 116) approx 1/2 mile West of SR 15,,,,,62,0,1,1,3,4,,5,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,Gettysburg 2160,11/29/2012,"SR 394 between SR 3001 and Sandoe Road, Straban Township",,,,,37,0,1,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,York Station,1/24/2011,"North St at Duke St, Loganville Borough, York County, PA, directly in front of the Pennsylvania State Police - York Station",,,,,113,4,1,5,0,15,,5,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,York Station,2/26/2011,"SR 0851, Bryansville Road West of Woodbine Road, Peach Bottom Twp",,,,,15,0,2,2,0,4,,3,,,1,,,,,,,,0,,,,,,,,,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3039,H,York Station,3/30/2011,Mt Airy Road at Knoll Dr. Hopewell Twp. York County PA,,,,,140,3,3,1,0,16,,8,,,2,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,"(1) male suspect was taken into custody at the checkpoint for having an active-DUI Warrant out of Lancaster County, Pa."
,H,York Station,6/25/2011,"North St at Duke St, Loganville Borough, York County, PA, directly in front of the Pennsylvania State Police - York Station",,,,,138,4,5,8,5,14,,8,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,H,York Station,12/1/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,H,York Station,5/17/2012,"SR 616 & Pleasant Valley Rd. Shrewsbury Twp., York Co. PA",,,,,105,0,0,0,1,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,H,York Station,6/6/2012,"SR 616 & Pleasant Valley Rd. Shrewsbury Twp., York Co. PA",,,,,100,0,0,0,1,14,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3044,H,York Station,5/26/2012,"70 South Main St, Loganville Borough, York County PA",,,,,170,0,0,8,5,24,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,19 written warnings were given out for click or ticket campaign
,H,York Station,7/1/2012,Mt Airy Road at Knoll Dr. Hopewell Twp. York County PA,,,,,125,0,0,0,10,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,H,York Station,8/7/2012,"SR 616 & Pleasant Valley Rd. Shrewsbury Twp., York Co. PA",,,,,142,0,0,7,0,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,
,H,York Station,9/19/2012,"SR 616 & Pleasant Valley Rd. Shrewsbury Twp., York Co. PA",,,,,125,0,0,0,0,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,6,,,,,,,,,,,,,
,H,York Station,10/1/2012,"Susquehanna Trail and Dunkard Valley Rd., Loganville Borough, York County,PA",,,,,140,0,1,0,8,20,,8,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,
,H,York Station,11/1/2012,"Susquehanna Trail and Dunkard Valley Rd., Loganville Borough, York County,PA",,,,,140,0,2,0,0,10,,7,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
,L,Reading 4310,1/22/2011,"SR 1010 (state Street) at Tina Lane, Longswamp Twp. Berks Co. PA",,,,,61,1,2,2,2,14,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,L,Reading 4310,2/26/2011,"Mount Laurel Road, west of Hartz Road, Alsace Township, Berks Co. ",,,,,35,0,0,0,1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
